record_id,user_id,message,campaign,timestamp
4ea7d540-1e08-4ec1-9faf-47f2dc2d4d7d,user_691,Clicked on product recommendation,Product_Recommendation,2025-11-06 19:29:41.496623
01bd725b-c13b-4cce-83b5-d46205990247,user_928,,,2025-11-06 19:46:41.496947
4a8bc578-a85b-4cd9-aa19-612ea1db876f,user_330,Asking about subscription plans,New_User_Welcome,2025-11-06 20:34:41.496134
0eb3fc2d-ea13-4579-9e5b-7df7217f8245,user_651,Just browsing offers,Seasonal_Promo,2025-11-06 20:46:41.496573
d8da46f5-3a6f-4e76-a0c3-bec370cd1590,user_500,Looking for discounts,New_User_Welcome,2025-11-06 23:57:41.496364
8e930224-cc5b-4108-a7c6-4fc367130fc0,user_372,Asking about subscription plans,Festive_Sale,2025-11-07 02:13:41.496191
daf0b9ef-8980-4675-b611-6868d49f3b76,user_271,Need support with recent purchase,Seasonal_Promo,2025-11-07 06:46:41.496053
82deff51-7f7d-4b16-979d-e8120e1c7e07,user_45,Interested in new product updates,New_User_Welcome,2025-11-07 09:31:41.495722
3dd68ea3-e115-4f4f-aace-0ac1485b385b,user_530,Looking for discounts,Seasonal_Promo,2025-11-07 10:09:41.496418
36ff5dea-c96f-42aa-97e3-f928fec72a7d,user_220,,,2025-11-07 10:42:41.495984
ecb03459-39de-46b8-b9c1-589a83274c78,user_597,Feedback on recent campaign,New_User_Welcome,2025-11-07 11:55:41.496502
576e0da0-a349-4ed7-af70-e9c8dd3155e8,user_140,,,2025-11-07 12:27:41.495845
a203069c-e4d4-4b2d-b8b7-acd69e3f26a2,user_979,Feedback on recent campaign,Seasonal_Promo,2025-11-07 13:00:41.497050
adb365b0-9699-40a1-85ba-9db01f9602dc,user_344,Asking about subscription plans,Festive_Sale,2025-11-07 16:25:41.496152
8baf84c7-b522-46fb-b81e-9d775fe8e016,user_588,Interested in new product updates,Seasonal_Promo,2025-11-07 17:30:41.496490
f1f86af8-8bb3-4e10-ac49-c8868479db21,user_744,Just browsing offers,Seasonal_Promo,2025-11-07 18:13:41.496690
5f824458-4c1c-4a34-9db1-c79e1d5bc6d6,user_622,Asking about subscription plans,New_User_Welcome,2025-11-07 20:51:41.496537
bab12cbf-0fe3-421d-8f30-478b35d2e74c,user_173,Just browsing offers,Festive_Sale,2025-11-07 22:37:41.495916
aaa57228-716b-46e3-b4d1-f7fbba580974,user_628,Looking for discounts,Seasonal_Promo,2025-11-07 23:47:41.496544
c60501a2-f8a3-4057-b78f-47ace9bda59f,user_557,,,2025-11-08 01:34:41.496452
24e79b79-1e46-4fbb-a619-b21f1a33f92b,user_281,Feedback on recent campaign,,2025-11-08 04:45:41.496067
112eda53-2cf0-489c-9cad-dc21775d49b4,user_484,Feedback on recent campaign,Seasonal_Promo,2025-11-08 05:15:41.496342
54e89fc1-fbee-4953-b784-22f55c8e51a6,user_231,Looking for discounts,Seasonal_Promo,2025-11-08 09:02:41.495999
b599eef7-a3f4-4b83-aad7-17908943743d,user_986,Exploring premium features,Festive_Sale,2025-11-08 10:49:41.497060
accbffff-7537-40c1-9a8f-0a2bbb134562,user_195,Asking about subscription plans,Seasonal_Promo,2025-11-08 12:06:41.495950
29722b25-20ed-42cf-8b14-a24c8d81b978,user_195,Viewed cart but did not checkout,Abandoned_Cart_Reminder,2025-11-08 12:15:41.495950
4b894ac6-2ef2-413d-8542-11eadb74740f,user_13,Requesting personalized recommendations,Product_Recommendation,2025-11-08 12:42:41.495662
f2cba27d-43ca-437c-997c-b857e861db2d,user_195,Viewed cart but did not checkout,Abandoned_Cart_Reminder,2025-11-08 13:57:41.495950
b7ffcb9f-5f61-44fd-9b7e-8645aa20a6b1,user_70,,,2025-11-08 14:38:41.495753
05502fe6-dc26-443c-af63-2e21f10be8dd,user_894,Requesting personalized recommendations,Product_Recommendation,2025-11-08 21:12:41.496905
251a934a-903a-4b9f-8c02-d2c536b22fcd,user_326,Need support with recent purchase,Seasonal_Promo,2025-11-08 21:14:41.496128
528770db-c67f-47b3-b0a1-cc2aef4d9ce7,user_593,Looking for discounts,Seasonal_Promo,2025-11-08 21:36:41.496496
0fd0a0e7-cfc8-44b7-8648-eb779f726487,user_80,Interested in new product updates,Seasonal_Promo,2025-11-08 21:56:41.495766
c5387493-f615-4114-8b6d-efa87a0e8a79,user_53,Interested in new product updates,New_User_Welcome,2025-11-09 03:04:41.495731
e418ffc6-f8ea-4a96-b0cb-69ccb16f1574,user_594,Asking about subscription plans,Seasonal_Promo,2025-11-09 05:23:41.496499
1b926cb6-f75f-4d1a-93ed-f00a2c7be0a7,user_727,Requesting personalized recommendations,Product_Recommendation,2025-11-09 07:01:41.496669
8a88277c-b332-4539-9b26-d3aa1cd27d38,user_973,Requesting personalized recommendations,Product_Recommendation,2025-11-09 07:15:41.497037
eb03493d-5aa1-430c-b944-decf7860827d,user_128,Feedback on recent campaign,Festive_Sale,2025-11-09 09:28:41.495829
5079e2c0-95d8-48da-93d5-2dd8e8527b97,user_619,Feedback on recent campaign,Festive_Sale,2025-11-09 09:49:41.496533
6de98edd-9ec3-4428-bde4-0e42ff2aa2aa,user_743,Interested in new product updates,,2025-11-09 10:08:41.496688
463a9aa9-91c3-410a-984b-425761530345,user_807,Requesting personalized recommendations,Product_Recommendation,2025-11-09 10:13:41.496794
7642d9b6-d83a-45a3-a669-7b5779c62062,user_36,Asking about subscription plans,Seasonal_Promo,2025-11-09 11:11:41.495695
a35d381d-15b6-4c80-9d8f-4f780bbbd7dd,user_307,Requesting personalized recommendations,Product_Recommendation,2025-11-09 17:01:41.496103
f02beeff-fa08-47b2-87f7-b5ebf3700dd3,user_275,Asking about subscription plans,Festive_Sale,2025-11-09 17:07:41.496059
40a40ab9-c34b-435a-92eb-176209dddd12,user_893,Requesting personalized recommendations,Product_Recommendation,2025-11-09 17:40:41.496904
5b1aa164-9aa5-4799-ad5b-f0498ed6436c,user_2,Feedback on recent campaign,Seasonal_Promo,2025-11-09 19:10:41.495627
8ea30fcd-2248-4b66-8489-c3b6b70df297,user_37,Requesting personalized recommendations,Product_Recommendation,2025-11-09 19:56:41.495698
49a11f03-198f-427e-9e6e-7cef18adf9a2,user_37,Opened promotional email,Festive_Sale,2025-11-09 20:10:41.495698
82661125-0752-4910-b195-002b0e9fff64,user_37,Viewed cart but did not checkout,Abandoned_Cart_Reminder,2025-11-09 21:17:41.495698
550054d4-3400-4adc-8e61-29733af3ffe9,user_37,Searched for similar products,Seasonal_Promo,2025-11-09 21:29:41.495698
030d64a7-ff48-49c6-bca2-7ce66064273f,user_37,Searched for similar products,Festive_Sale,2025-11-09 23:46:41.495698
f6967e38-fb0f-46f2-b18d-2c235ec9b664,user_723,Need support with recent purchase,Festive_Sale,2025-11-10 10:45:41.496664
1aa17340-ecc8-4e8f-9c1a-987b8da528bb,user_23,Looking for discounts,New_User_Welcome,2025-11-10 10:53:41.495675
09f34c45-65e5-462a-a698-750f43e17692,user_421,Interested in new product updates,,2025-11-10 12:45:41.496257
a54896b1-6ead-4f38-ad78-cc123db523c6,user_790,Looking for discounts,Seasonal_Promo,2025-11-10 14:59:41.496773
9df95fc1-424f-4e54-9ed7-aa88a091df0f,user_489,Exploring premium features,New_User_Welcome,2025-11-10 16:37:41.496349
0eb34dc7-d3d4-4984-b2cd-a3622db073ba,user_599,Feedback on recent campaign,Seasonal_Promo,2025-11-10 19:06:41.496505
fc0f1534-ddf0-41a8-be84-88348e4f0c59,user_453,Need support with recent purchase,Seasonal_Promo,2025-11-10 21:39:41.496300
5483f8db-3ccc-480a-983e-ff8cdd7c1bac,user_453,Opened promotional email,Festive_Sale,2025-11-10 22:39:41.496300
d277256a-68cf-4776-8c5e-fb6ee41f92e7,user_498,Just browsing offers,Seasonal_Promo,2025-11-10 22:56:41.496361
5ec3116f-4037-4b84-bb99-7129d9d70257,user_453,Viewed cart but did not checkout,Abandoned_Cart_Reminder,2025-11-10 23:18:41.496300
7c5b5f60-36e9-4d3e-b063-330c8edf0fdc,user_453,Browsed category page,Festive_Sale,2025-11-11 00:16:41.496300
616eee56-08d8-4275-abc1-d8dbcd50308a,user_300,Requesting personalized recommendations,Product_Recommendation,2025-11-11 00:39:41.496094
fd950977-0405-4929-9abd-820f5973b11c,user_728,Requesting personalized recommendations,Product_Recommendation,2025-11-11 01:50:41.496670
0760719b-1543-414d-ba58-97b464fb2df6,user_62,Feedback on recent campaign,Festive_Sale,2025-11-11 02:38:41.495743
a43466d3-e91e-45d3-b99d-d89eb699cecd,user_362,Looking for discounts,,2025-11-11 09:40:41.496177
3a9d7174-263b-4cbc-a0a4-34eddf62e795,user_870,Looking for discounts,New_User_Welcome,2025-11-11 11:32:41.496875
54979774-dc74-4b82-9966-b19fa64e6c3f,user_458,Exploring premium features,Festive_Sale,2025-11-11 16:08:41.496307
27347523-aa8f-48c9-ad41-86cffbb72f6f,user_402,Exploring premium features,New_User_Welcome,2025-11-11 16:47:41.496231
fa26f8cf-b582-49d6-b2a9-9d5d11752887,user_730,Looking for discounts,Festive_Sale,2025-11-11 17:03:41.496672
ad52b757-aceb-4879-93a9-950439751d1b,user_701,Requesting personalized recommendations,Product_Recommendation,2025-11-11 23:16:41.496635
687d62fb-0376-4103-a666-9687b5adb055,user_168,Need support with recent purchase,,2025-11-12 04:42:41.495904
24fa5ad1-94df-484e-9274-4a817bd4a635,user_494,Looking for discounts,Seasonal_Promo,2025-11-12 05:12:41.496356
d8d3871a-76d7-41ff-bba8-2b33eb762174,user_709,Asking about subscription plans,Festive_Sale,2025-11-12 05:18:41.496647
7169ae04-05d2-4df8-bd12-40bef1039f3d,user_50,Asking about subscription plans,Festive_Sale,2025-11-12 05:39:41.495728
87f0124e-1787-4df4-ab61-1b96657a8842,user_244,Just browsing offers,Seasonal_Promo,2025-11-12 11:08:41.496017
76572c0e-22a5-4ea3-ab67-890395659907,user_477,Just browsing offers,Seasonal_Promo,2025-11-12 17:40:41.496333
51c2d16a-1f1f-4510-b92c-23be6f60fc04,user_890,Feedback on recent campaign,Festive_Sale,2025-11-12 19:38:41.496900
89aa96d5-9f19-45ce-b935-548a3b3391db,user_319,,,2025-11-12 20:00:41.496119
95cf6a3e-36e0-40d4-a209-62028ec450c9,user_680,Just browsing offers,Festive_Sale,2025-11-12 21:11:41.496609
4bf95215-f05e-4dfa-b5fa-d2736fcce18c,user_783,Feedback on recent campaign,Seasonal_Promo,2025-11-12 23:34:41.496760
9a43f758-dfc8-4704-b20f-3efac8d08002,user_296,Requesting personalized recommendations,Product_Recommendation,2025-11-12 23:59:41.496088
ab25216e-4958-4928-8940-c23648ab2a29,user_872,Asking about subscription plans,Festive_Sale,2025-11-13 01:21:41.496878
be2f6dd7-6276-4d3b-b385-b2bf0313f9a6,user_913,,,2025-11-13 02:49:41.496929
3b2c6d99-d8b9-4ba4-9a99-9cfbed0c22b1,user_635,Interested in new product updates,Seasonal_Promo,2025-11-13 03:13:41.496553
159a0a1d-2255-416b-930b-5ad81fdbb8fc,user_537,Exploring premium features,Seasonal_Promo,2025-11-13 04:21:41.496426
5641dde6-bb36-454a-a31f-16d86cf1e390,user_43,Asking about subscription plans,New_User_Welcome,2025-11-13 09:29:41.495719
c5a2299f-c487-46dd-a735-9ef72bae43ff,user_289,Exploring premium features,,2025-11-13 09:33:41.496078
200c21fe-0584-430c-abee-749d0789824e,user_739,Interested in new product updates,,2025-11-13 11:48:41.496684
80ee7949-36a7-4160-a85f-53876a0a4938,user_112,Asking about subscription plans,Seasonal_Promo,2025-11-13 14:41:41.495809
3e153dcc-9d1d-4c5b-b014-3b9007505665,user_309,Feedback on recent campaign,Festive_Sale,2025-11-13 16:34:41.496106
403c6a1f-19dc-4258-8095-d8b6941b23e0,user_76,Feedback on recent campaign,,2025-11-13 17:24:41.495761
f2f0e075-b0f9-4b85-b555-38a7057965d6,user_917,Just browsing offers,Seasonal_Promo,2025-11-13 17:28:41.496933
1a86577c-c6fc-49dd-ae66-096b613092d1,user_148,Interested in new product updates,Seasonal_Promo,2025-11-13 18:30:41.495856
30603123-bcd2-4b6d-87b2-2cb857c8f7e7,user_917,Added item to wishlist,Wishlist_Nudge,2025-11-13 20:03:41.496933
c49a87b5-b91b-4ff5-81e7-6dad9d05256a,user_657,Exploring premium features,Seasonal_Promo,2025-11-13 20:28:41.496581
7f3367ab-5a8e-4c1b-9a23-14b6381bb2c4,user_130,Exploring premium features,Seasonal_Promo,2025-11-13 20:29:41.495832
fdac8a96-208c-4b65-925a-494e5cc51164,user_917,Returned to app after notification,Reengagement_Push,2025-11-13 21:02:41.496933
ddf13856-2bdd-4540-9f57-ba500f1508ec,user_775,Requesting personalized recommendations,Product_Recommendation,2025-11-13 21:12:41.496745
70d89dbf-d52a-4dde-8e10-dfb9cef4bf70,user_59,,,2025-11-13 21:39:41.495739
852e22cd-432c-4565-9195-8fb69f2f4245,user_799,Requesting personalized recommendations,,2025-11-14 00:57:41.496784
9d9e90cf-6180-415e-9a3d-51e1618d1b9b,user_918,Need support with recent purchase,,2025-11-14 03:29:41.496935
06c4ae1e-e9f5-476d-9186-c952f51d94ec,user_820,Asking about subscription plans,New_User_Welcome,2025-11-14 07:10:41.496811
c17e6bc4-23e2-4838-bf31-720faa5a4f16,user_288,Need support with recent purchase,Seasonal_Promo,2025-11-14 08:09:41.496077
61ad84a3-d7c7-4726-9947-26f6534ef414,user_123,Asking about subscription plans,Seasonal_Promo,2025-11-14 11:08:41.495823
16603b80-834f-4a3e-9e80-a755f0e66c15,user_613,Just browsing offers,New_User_Welcome,2025-11-14 11:09:41.496523
5750f0ee-60e3-4908-8d38-8a56efe9fc9c,user_123,Clicked on product recommendation,Product_Recommendation,2025-11-14 12:07:41.495823
4d04306d-c3ce-4b36-904b-46e27df10b62,user_883,Just browsing offers,Seasonal_Promo,2025-11-14 14:22:41.496892
ea109e8f-4f67-4a58-9d54-a6fd4b48a8ec,user_123,Viewed cart but did not checkout,Abandoned_Cart_Reminder,2025-11-14 14:24:41.495823
adcd513a-6754-407c-a047-229db7eb4b23,user_810,Need support with recent purchase,Festive_Sale,2025-11-14 15:34:41.496799
31894c78-ea88-43d6-852a-7da56fad0f98,user_201,Just browsing offers,Seasonal_Promo,2025-11-14 16:38:41.495958
5b2f366a-4351-4e78-891e-9dd78aaed45d,user_971,Feedback on recent campaign,,2025-11-14 16:55:41.497034
8c623828-15f0-44dc-8246-d899fa1e2ffe,user_888,,,2025-11-14 17:25:41.496898
b65eced3-9c8a-45b1-b4bc-a5c4a137c7b3,user_843,Requesting personalized recommendations,Product_Recommendation,2025-11-14 17:31:41.496840
62a77c0a-a0ba-45a0-aa44-92a1c9e168f4,user_859,Interested in new product updates,Seasonal_Promo,2025-11-14 18:35:41.496860
3d21e54f-b5af-4e27-b05c-de6f791a178c,user_190,Just browsing offers,Seasonal_Promo,2025-11-14 19:09:41.495943
f14abb66-f602-4806-a6c6-bd7be75ae529,user_865,Asking about subscription plans,Festive_Sale,2025-11-14 21:51:41.496868
57be5fff-6eb9-4aed-ae50-967a6c2ddf72,user_476,Need support with recent purchase,,2025-11-14 23:37:41.496331
242a3fff-c566-4282-a8ae-34b3d2286fb2,user_711,Need support with recent purchase,Festive_Sale,2025-11-15 01:07:41.496649
e743b7c7-2b3e-4db0-8089-529af5dbb5e9,user_927,Need support with recent purchase,,2025-11-15 02:44:41.496946
daad678d-bfbc-469b-ade1-9220a97d5447,user_655,Asking about subscription plans,Festive_Sale,2025-11-15 05:54:41.496578
2e316b89-a286-496b-ab55-a819ce6b3fd5,user_762,Need support with recent purchase,Festive_Sale,2025-11-15 06:32:41.496727
607c9a33-081b-4264-bf9f-96c645efb6bc,user_961,Exploring premium features,New_User_Welcome,2025-11-15 07:01:41.497019
2035fc25-c7c0-4d9e-b294-394829388506,user_246,Requesting personalized recommendations,Product_Recommendation,2025-11-15 09:32:41.496020
924ccf15-491f-48d2-ae40-6dcc1bfcdeb9,user_214,Looking for discounts,New_User_Welcome,2025-11-15 09:38:41.495976
8b2ca38c-75df-4cd7-90ea-53e6df6ca53e,user_246,Returned to app after notification,Reengagement_Push,2025-11-15 11:56:41.496020
1564aa30-1bbd-4339-b32a-9e6ee9f2a92d,user_246,Added item to wishlist,Wishlist_Nudge,2025-11-15 12:02:41.496020
0f6cdf99-cc5a-4047-aec8-44fbffaadbb6,user_246,Opened promotional email,Festive_Sale,2025-11-15 12:49:41.496020
7939ebeb-9f50-4312-92a0-3251e6016149,user_246,Added item to wishlist,Wishlist_Nudge,2025-11-15 13:01:41.496020
a9d7aa31-3e8a-48b2-9348-18794ba9d448,user_331,Interested in new product updates,Seasonal_Promo,2025-11-15 20:10:41.496135
9b760cbb-3c1f-44c6-b68b-e54df3abd8aa,user_331,Opened promotional email,Festive_Sale,2025-11-15 20:29:41.496135
7c6f1675-4c1e-4998-b901-336af3e972aa,user_925,Requesting personalized recommendations,Product_Recommendation,2025-11-16 00:18:41.496943
9be70505-bf2c-44c7-b038-cc8c07bb9491,user_733,Exploring premium features,Festive_Sale,2025-11-16 00:54:41.496676
900bed5b-83f7-4cfa-86d8-ecd20ebde935,user_65,Feedback on recent campaign,Festive_Sale,2025-11-16 04:06:41.495746
3d4c762f-d54d-4a79-9b7c-8ee1b2ccd714,user_507,Requesting personalized recommendations,Product_Recommendation,2025-11-16 07:14:41.496373
ade50d45-7920-4868-a1a8-314594f8bf84,user_423,Interested in new product updates,Festive_Sale,2025-11-16 08:39:41.496260
c60eb3af-24dd-4d97-9db1-4a63f4e7c26b,user_42,Requesting personalized recommendations,,2025-11-16 09:39:41.495718
324f271a-d7c4-494c-85f0-9bc034852846,user_591,Asking about subscription plans,New_User_Welcome,2025-11-16 09:45:41.496494
f5e35156-df9b-4e9b-9bcb-af553be921a1,user_162,Exploring premium features,Seasonal_Promo,2025-11-16 13:51:41.495881
d1a9c661-716d-4f1c-8680-bfde8fdde6f6,user_698,Just browsing offers,Festive_Sale,2025-11-16 15:40:41.496631
5193bd24-e51c-4199-8990-ec362e5c7974,user_97,Interested in new product updates,Festive_Sale,2025-11-16 16:26:41.495789
bcd1d7ec-cac8-4c47-b89d-13b3bb100cdd,user_974,Requesting personalized recommendations,,2025-11-16 20:55:41.497044
439e7a77-e26c-4dbd-a4c5-8b9d0770e611,user_699,Exploring premium features,New_User_Welcome,2025-11-16 21:05:41.496632
fb8e4b2f-4d18-4118-b6dd-80de2d4e24be,user_667,Requesting personalized recommendations,Product_Recommendation,2025-11-16 22:42:41.496593
56d7cbc1-8e5a-44d3-b85e-10d34054ee0c,user_544,Requesting personalized recommendations,Product_Recommendation,2025-11-16 22:45:41.496435
4e0f59d5-65aa-4df9-9f57-465bb6b0af1d,user_199,,,2025-11-16 23:02:41.495955
0be4b683-5b4e-4a25-886a-b9aaa633a59b,user_199,Viewed cart but did not checkout,Abandoned_Cart_Reminder,2025-11-17 00:30:41.495955
1b479ac9-9049-49d1-86f8-8223351417d0,user_199,Searched for similar products,New_User_Welcome,2025-11-17 00:45:41.495955
b8c33990-37b6-48fe-a58d-496e9300e165,user_609,Looking for discounts,,2025-11-17 05:11:41.496517
750d9dbb-aafb-4045-ba26-8bb6e09123ba,user_531,Requesting personalized recommendations,Product_Recommendation,2025-11-17 07:36:41.496419
ddd03b57-a2d0-4926-83e9-342d368b5ec2,user_615,Asking about subscription plans,New_User_Welcome,2025-11-17 08:10:41.496525
fa8d0289-ca01-4089-b9df-927ebda33b2f,user_569,Interested in new product updates,,2025-11-17 12:17:41.496467
943c9070-7101-4f24-8631-ee529c92ab57,user_357,Looking for discounts,New_User_Welcome,2025-11-17 13:49:41.496170
c9621686-9b6a-4a12-be6d-7c7a3d53eae7,user_856,Looking for discounts,New_User_Welcome,2025-11-17 14:55:41.496857
e8a9227c-9c0d-4aaa-8637-14ee67cc1018,user_915,Requesting personalized recommendations,Product_Recommendation,2025-11-17 17:16:41.496931
481603f1-4ffe-4a72-9554-f28b8a1293bf,user_581,Interested in new product updates,Festive_Sale,2025-11-17 17:25:41.496482
c12a1425-0202-4df7-b3ce-d4ad74a62f45,user_645,Asking about subscription plans,,2025-11-17 17:39:41.496566
09a78c4d-103b-424a-962d-28da071cc724,user_915,Searched for similar products,New_User_Welcome,2025-11-17 18:21:41.496931
75471c1f-cc30-4868-b8d2-3000038de53a,user_452,Exploring premium features,Seasonal_Promo,2025-11-17 18:41:41.496299
3d0a7f6b-92b7-4123-ba74-3a22bcfe81c4,user_634,Looking for discounts,New_User_Welcome,2025-11-17 19:28:41.496552
99970bc4-272e-4e91-a586-2dab4a8f54bc,user_7,,,2025-11-17 20:51:41.495638
d129b9e0-9905-47e7-b711-001bc6ddd72c,user_57,Feedback on recent campaign,Festive_Sale,2025-11-17 22:35:41.495737
b7b0b5ac-9ca9-4d15-8f03-5c50bcca75a6,user_812,Looking for discounts,Seasonal_Promo,2025-11-18 04:41:41.496801
a34d4f40-2e78-4d98-8a42-cc657c4451da,user_467,Looking for discounts,New_User_Welcome,2025-11-18 05:16:41.496319
788bb109-6033-464f-b758-14f37c192e78,user_682,Looking for discounts,New_User_Welcome,2025-11-18 05:16:41.496612
b0093aff-8864-456c-8f4e-8268fef87ff6,user_161,Just browsing offers,New_User_Welcome,2025-11-18 11:03:41.495879
78bd8d30-ca98-42dd-aaae-00f336c18f7f,user_849,Looking for discounts,Festive_Sale,2025-11-18 14:59:41.496847
2d881d5d-cc99-4a4e-9378-8bc6f6f16edc,user_825,,,2025-11-18 16:26:41.496817
534168e9-f632-4f15-b3e0-ea40c04323f5,user_825,Added item to wishlist,Wishlist_Nudge,2025-11-18 16:57:41.496817
210d926a-984d-4809-a4ac-1cc2df2bfc7e,user_536,,,2025-11-18 17:41:41.496425
beab15b5-3480-4bb7-87ad-308c7a0c8483,user_825,Added item to wishlist,Wishlist_Nudge,2025-11-18 17:53:41.496817
84b8807e-5a9e-4d14-b3db-b14db478f6a7,user_825,Returned to app after notification,Reengagement_Push,2025-11-18 18:22:41.496817
71a54975-bf78-4f27-96bb-b3c6df85223e,user_806,Looking for discounts,,2025-11-18 18:56:41.496793
270263c6-2368-4549-ba1f-ec428701c52c,user_457,Interested in new product updates,Seasonal_Promo,2025-11-18 19:30:41.496306
e9854061-17bb-4859-adab-fb7777cdac5b,user_825,Clicked on product recommendation,Product_Recommendation,2025-11-18 19:47:41.496817
d57d37da-1c30-43ae-baf5-6cb5ceecbd69,user_751,Need support with recent purchase,New_User_Welcome,2025-11-18 20:44:41.496702
b2b207c9-6f92-4b97-96bf-a5fdeed58d56,user_51,Just browsing offers,New_User_Welcome,2025-11-18 22:20:41.495729
60beb128-925d-40cc-bb03-60c51f6058e7,user_681,Exploring premium features,Seasonal_Promo,2025-11-18 22:33:41.496610
266c061c-3a96-47ee-be32-cd0f4f315f38,user_944,Need support with recent purchase,New_User_Welcome,2025-11-18 23:04:41.496970
249d5ea4-0596-42e7-aefc-16949e01f0f0,user_329,Just browsing offers,Festive_Sale,2025-11-18 23:05:41.496132
